# Center_x Center_y Value Xtype1 j1 k1 Xtype2 j2 k2
7.8125000000000000000000000000000000000000e-01 8.7500000000000000000000000000000000000000e-01 4.8656976434125874790829791331422948807983e-09 1 4 72 1 4 85
7.5000000000000000000000000000000000000000e-01 9.0625000000000000000000000000000000000000e-01 1.4245066571079173460669608873964755990649e-09 1 4 74 1 4 83
8.2421875000000000000000000000000000000000e-01 7.5000000000000000000000000000000000000000e-01 1.8517146588937794018714626869347682214251e-09 1 7 629 1 2 20
7.5000000000000000000000000000000000000000e-01 8.1250000000000000000000000000000000000000e-01 5.6067990447711040327851252443314145068598e-07 1 4 75 1 4 82
7.5000000000000000000000000000000000000000e-01 8.1250000000000000000000000000000000000000e-01 -7.7013415858472391323461003244388312083402e-08 1 4 76 1 4 81
8.2031250000000000000000000000000000000000e-01 7.5000000000000000000000000000000000000000e-01 4.1596706096871270983405683394106607669860e-10 1 7 631 0 2 22
8.4375000000000000000000000000000000000000e-01 8.1250000000000000000000000000000000000000e-01 5.7822414919568183065223896527351499230463e-07 1 4 77 1 4 80
8.2031250000000000000000000000000000000000e-01 7.5000000000000000000000000000000000000000e-01 -5.0764341449115205718116769323017853192404e-11 1 7 632 0 2 21
8.2031250000000000000000000000000000000000e-01 8.7500000000000000000000000000000000000000e-01 7.8356600107637371539221779828416486468612e-10 1 7 632 1 2 17
8.4375000000000000000000000000000000000000e-01 8.1250000000000000000000000000000000000000e-01 4.3751255515481042042465350226654319243380e-08 1 4 78 1 4 79
8.2031250000000000000000000000000000000000e-01 8.7500000000000000000000000000000000000000e-01 1.1846543310917298608617052792669338545650e-08 1 7 633 0 2 20
8.1250000000000000000000000000000000000000e-01 8.4375000000000000000000000000000000000000e-01 4.3751255512513826071229432320905394782073e-08 1 4 79 1 4 78
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 0 2 0 0 2 1
8.2031250000000000000000000000000000000000e-01 8.7500000000000000000000000000000000000000e-01 -1.0535126272048747627901663358749098642342e-09 1 7 634 0 2 19
8.1250000000000000000000000000000000000000e-01 8.4375000000000000000000000000000000000000e-01 5.7822414919235807336721309074301089481196e-07 1 4 80 1 4 77
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 0 2 1 0 2 0
8.3203125000000000000000000000000000000000e-01 8.7500000000000000000000000000000000000000e-01 -3.1708650224961233523944842703284549556564e-09 1 7 635 0 2 18
8.1250000000000000000000000000000000000000e-01 7.5000000000000000000000000000000000000000e-01 -7.7013415857947945580212582850077041030090e-08 1 4 81 1 4 76
8.3203125000000000000000000000000000000000e-01 8.7500000000000000000000000000000000000000e-01 -3.8460292140286076049846977162891339951933e-10 1 7 636 0 2 17
8.1250000000000000000000000000000000000000e-01 7.5000000000000000000000000000000000000000e-01 5.6067990447498890338299572244640245344272e-07 1 4 82 1 4 75
9.0625000000000000000000000000000000000000e-01 7.5000000000000000000000000000000000000000e-01 1.4245066571068513170525331729804850711130e-09 1 4 83 1 4 74
8.7500000000000000000000000000000000000000e-01 7.8125000000000000000000000000000000000000e-01 4.8656976419714775517961570831197010145175e-09 1 4 85 1 4 72
8.7500000000000000000000000000000000000000e-01 7.8125000000000000000000000000000000000000e-01 5.5469800480464108864876596541315656452298e-08 1 4 86 1 4 71
7.8125000000000000000000000000000000000000e-01 7.5000000000000000000000000000000000000000e-01 6.6214550496643612071542266009436389362364e-09 1 4 71 1 5 146
7.8125000000000000000000000000000000000000e-01 7.5000000000000000000000000000000000000000e-01 2.5681303761141528497631473513574968531303e-10 1 4 72 1 5 145
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 0 2 0 0 2 2
7.5000000000000000000000000000000000000000e-01 7.6562500000000000000000000000000000000000e-01 5.4157461370390414512054797987767457145836e-10 1 4 73 1 5 144
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 0 2 1 0 2 1
7.5000000000000000000000000000000000000000e-01 7.6562500000000000000000000000000000000000e-01 5.3194133506877987873842769314669531866002e-09 1 4 74 1 5 143
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 0 2 2 0 2 0
8.4375000000000000000000000000000000000000e-01 7.1875000000000000000000000000000000000000e-01 -4.9647908042913185357071235832512358376878e-10 1 4 77 1 5 140
8.1250000000000000000000000000000000000000e-01 7.3437500000000000000000000000000000000000e-01 1.1461023700134057159961012368814756157143e-09 1 4 79 1 5 138
8.1250000000000000000000000000000000000000e-01 7.3437500000000000000000000000000000000000e-01 -1.5816961836808995143053525666643546743195e-09 1 4 80 1 5 137
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 0 2 0 0 2 3
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 0 2 1 0 2 2
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 0 2 2 0 2 1
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 0 2 3 0 2 0
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 0 2 0 0 2 4
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 0 2 1 0 2 3
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 0 2 2 0 2 2
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 0 2 3 0 2 1
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 0 2 4 0 2 0
8.7500000000000000000000000000000000000000e-01 8.2812500000000000000000000000000000000000e-01 -2.8093327001549845805954027906994885377401e-09 0 2 17 1 7 637
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 0 2 0 1 2 1
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 1.4676085291684072703084533498374026007228e-217 0 2 0 0 2 5
8.7500000000000000000000000000000000000000e-01 8.3203125000000000000000000000000000000000e-01 -6.3293686258137515508757039688482286254878e-10 0 2 18 1 7 636
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 0 2 1 0 2 4
8.7500000000000000000000000000000000000000e-01 8.3203125000000000000000000000000000000000e-01 1.2140281346694309781451109390396254916755e-09 0 2 19 1 7 635
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 0 2 2 0 2 3
8.7500000000000000000000000000000000000000e-01 8.2031250000000000000000000000000000000000e-01 5.4051481805398013710800175139845752392276e-09 0 2 20 1 7 634
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 0 2 3 0 2 2
8.7500000000000000000000000000000000000000e-01 8.2031250000000000000000000000000000000000e-01 -1.8135266985192987527561998034228950282820e-09 1 2 17 1 7 633
7.5000000000000000000000000000000000000000e-01 8.2031250000000000000000000000000000000000e-01 5.0534963071961210511025904841943615086741e-10 0 2 21 1 7 633
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 0 2 4 0 2 1
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 1.4676085291684072703084533498374026007228e-217 0 2 5 0 2 0
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 1 2 1 0 2 0
7.5000000000000000000000000000000000000000e-01 8.2031250000000000000000000000000000000000e-01 6.4181068253740486940036750134570484038754e-10 1 2 19 1 7 631
7.5000000000000000000000000000000000000000e-01 8.2421875000000000000000000000000000000000e-01 4.8570944757254254083516725536790945016996e-10 1 2 20 1 7 630
7.5000000000000000000000000000000000000000e-01 8.2421875000000000000000000000000000000000e-01 2.6897076511590170249869121481766341685837e-10 1 2 21 1 7 629
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 0 2 0 1 2 2
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 -2.8495662734316399581641241364169405562886e-217 0 2 0 0 2 6
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 0 2 1 1 2 1
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 -2.7236033594409562822758569216795964671166e-216 0 2 1 0 2 5
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 0 2 2 0 2 4
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 0 2 3 0 2 3
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 0 2 4 0 2 2
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 1 2 1 0 2 1
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -2.7236033594409575705056108411062581125239e-216 0 2 5 0 2 1
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 1 2 2 0 2 0
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -2.8495662734316399581641241364169405562886e-217 0 2 6 0 2 0
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 1.6363806743914961313734978809363113795609e-217 0 2 0 0 2 7
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 0 2 0 1 2 3
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 3.4360537245987507264174444419344875500208e-216 0 2 1 0 2 6
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 0 2 1 1 2 2
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 0 2 2 1 2 1
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 3.4541931591572088767072134649306945916873e-216 0 2 2 0 2 5
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 0 2 3 0 2 4
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 0 2 4 0 2 3
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 1 2 1 0 2 2
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 3.4541931591572075884774595455040329462800e-216 0 2 5 0 2 2
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 1 2 2 0 2 1
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 3.4360537245987500823025674822211567273172e-216 0 2 6 0 2 1
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 1 2 3 0 2 0
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 1.6363806743914957288016997811154796153712e-217 0 2 7 0 2 0
7.0312500000000000000000000000000000000000e-01 7.5000000000000000000000000000000000000000e-01 6.6277811592844335934692004137346738046332e-09 1 5 131 0 2 22
7.0312500000000000000000000000000000000000e-01 7.5000000000000000000000000000000000000000e-01 -3.8074099385941700792426975225209162534412e-09 1 5 132 0 2 21
7.0312500000000000000000000000000000000000e-01 8.7500000000000000000000000000000000000000e-01 3.2280823809454282904317421707155941201783e-09 1 5 132 1 2 17
6.8750000000000000000000000000000000000000e-01 8.7500000000000000000000000000000000000000e-01 -1.8108527619523317182183855473046052431130e-08 1 5 133 0 2 20
6.8750000000000000000000000000000000000000e-01 8.7500000000000000000000000000000000000000e-01 7.9477012740481034635927406204261580491277e-09 1 5 134 0 2 19
6.8750000000000000000000000000000000000000e-01 8.7500000000000000000000000000000000000000e-01 -1.4159360517649870732614113320955301356108e-08 1 5 135 0 2 18
6.8750000000000000000000000000000000000000e-01 8.7500000000000000000000000000000000000000e-01 4.3573169147550705927563864194949211361418e-09 1 5 136 0 2 17
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 1.6804879691774920406260652481188004479874e-217 0 2 0 0 2 8
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 0 2 0 1 2 4
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 -1.2308214481603300330268758612214425378332e-216 0 2 1 0 2 7
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 0 2 1 1 2 3
7.1875000000000000000000000000000000000000e-01 6.2500000000000000000000000000000000000000e-01 -4.2645380511527403296503728989674808502741e-10 1 5 140 0 2 13
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 -5.5791666943572517957627632611169385542518e-216 0 2 2 0 2 6
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 0 2 2 1 2 2
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 0 2 3 1 2 1
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 -1.2151842431302145110451277118726428445914e-216 0 2 3 0 2 5
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 0 2 4 0 2 4
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -1.2151842431302143500164084719443101389155e-216 0 2 5 0 2 3
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 1 2 1 0 2 3
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -5.5791666943572517957627632611169385542518e-216 0 2 6 0 2 2
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 1 2 2 0 2 2
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -1.2308214481603293889119989015081117151295e-216 0 2 7 0 2 1
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 1 2 3 0 2 1
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 1.6804879691774924431978633479396322121771e-217 0 2 8 0 2 0
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 1 2 4 0 2 0
7.3437500000000000000000000000000000000000e-01 8.1250000000000000000000000000000000000000e-01 -1.5816961837555767596211804903809892974831e-09 1 5 137 1 4 80
7.3437500000000000000000000000000000000000e-01 8.1250000000000000000000000000000000000000e-01 1.1461023702044676870884464309663548775564e-09 1 5 138 1 4 79
1.2500000000000000000000000000000000000000e-01 2.5000000000000000000000000000000000000000e-01 -1.1131690564307271297888500142040546146874e-218 0 2 0 0 2 9
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 4.3872037835294049769587475523886319631117e-218 0 2 0 1 2 5
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 0 2 1 1 2 4
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 -1.5684035770749932944768081895372501246441e-216 0 2 1 0 2 8
7.1875000000000000000000000000000000000000e-01 8.4375000000000000000000000000000000000000e-01 -4.9647908044563214223719044699808036757993e-10 1 5 140 1 4 77
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 2.3663261922012117656713492512304590743254e-216 0 2 2 0 2 7
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 0 2 2 1 2 3
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 0 2 3 1 2 2
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 2.3246449714009709498770750228399147407895e-216 0 2 3 0 2 6
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 0 2 4 1 2 1
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 -1.5759437413810238777395281961575678122144e-216 0 2 4 0 2 5
7.6562500000000000000000000000000000000000e-01 7.5000000000000000000000000000000000000000e-01 5.3194133498043012371868014734072743765481e-09 1 5 143 1 4 74
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -1.5759437413810241997969666760142332235663e-216 0 2 5 0 2 4
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 1 2 1 0 2 4
7.6562500000000000000000000000000000000000e-01 7.5000000000000000000000000000000000000000e-01 5.4157461351476764369907309596297723119918e-10 1 5 144 1 4 73
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 1 2 2 0 2 3
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 2.3246449714009709498770750228399147407895e-216 0 2 6 0 2 3
7.5000000000000000000000000000000000000000e-01 7.8125000000000000000000000000000000000000e-01 2.5681303785367947749175091947402074787909e-10 1 5 145 1 4 72
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 1 2 3 0 2 2
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 2.3663261922012104774415953318037974289181e-216 0 2 7 0 2 2
7.5000000000000000000000000000000000000000e-01 7.8125000000000000000000000000000000000000e-01 6.6214550504048086237586191119940809413080e-09 1 5 146 1 4 71
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 1 2 4 0 2 1
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -1.5684035770749926503619312298239193019404e-216 0 2 8 0 2 1
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 4.3872037835294084994619809258209098997723e-218 1 2 5 0 2 0
2.5000000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -1.1131690564307271297888500142040546146874e-218 0 2 9 0 2 0
6.2500000000000000000000000000000000000000e-01 7.6562500000000000000000000000000000000000e-01 1.4788656002595766437271390824248658291129e-09 0 2 11 1 5 143
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 1.3027691425302346756193447599163623324939e-217 0 2 0 1 2 6
1.2500000000000000000000000000000000000000e-01 2.5000000000000000000000000000000000000000e-01 1.4054682423207556034496876666994250658197e-218 0 2 0 0 2 10
1.2500000000000000000000000000000000000000e-01 2.5000000000000000000000000000000000000000e-01 1.1977441913249951966716180068813205362565e-217 0 2 1 0 2 9
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 -2.5991626992308878854825818387241672114051e-217 0 2 1 1 2 5
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 0 2 2 1 2 4
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 2.8286940165964313505771354425915829583490e-216 0 2 2 0 2 8
6.2500000000000000000000000000000000000000e-01 7.1875000000000000000000000000000000000000e-01 -3.2527061976422946048283982160061883481816e-10 0 2 14 1 5 140
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 -1.2837580272253817578340342023065009573240e-216 0 2 3 0 2 7
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 0 2 3 1 2 3
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 2.8281563507382667044209054338947212737044e-216 0 2 4 0 2 6
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 0 2 4 1 2 2
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 -2.9855626193873364537599450471937402583833e-218 1 2 1 0 2 5
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -2.9855626193873364537599450471937402583833e-218 0 2 5 1 2 1
3.7500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 -8.5609508263404717014644675658532653413760e-103 0 2 5 0 2 5
8.7500000000000000000000000000000000000000e-01 7.3437500000000000000000000000000000000000e-01 -3.8807132672110625236822382608248283020203e-08 0 2 17 1 5 137
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 1 2 2 0 2 4
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 2.8281563507382673485357823936080520964080e-216 0 2 6 0 2 4
8.7500000000000000000000000000000000000000e-01 6.8750000000000000000000000000000000000000e-01 6.6097394467834782001629286680120800578919e-09 0 2 18 1 5 136
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 1 2 3 0 2 3
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -1.2837580272253819188627534422348336630000e-216 0 2 7 0 2 3
8.7500000000000000000000000000000000000000e-01 6.8750000000000000000000000000000000000000e-01 3.3439303745742676818456665593448998152759e-09 0 2 19 1 5 135
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 0.0000000000000000000000000000000000000000e+00 1 2 4 0 2 2
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 2.8286940165964316726345739224482483697008e-216 0 2 8 0 2 2
8.7500000000000000000000000000000000000000e-01 6.8750000000000000000000000000000000000000e-01 -4.9031542320631323706470883075705935461031e-08 0 2 20 1 5 134
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -2.5991626992308878854825818387241672114051e-217 1 2 5 0 2 1
2.5000000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 1.1977441913249951966716180068813205362565e-217 0 2 9 0 2 1
8.7500000000000000000000000000000000000000e-01 6.8750000000000000000000000000000000000000e-01 1.9156072366851471844154811884292435864019e-09 1 2 17 1 5 133
7.5000000000000000000000000000000000000000e-01 6.8750000000000000000000000000000000000000e-01 -2.0675863725994825445740967639505700215174e-09 0 2 21 1 5 133
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 1.3027691425302352794770419096476099787785e-217 1 2 6 0 2 0
2.5000000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 1.4054682423207553518423138543114052132011e-218 0 2 10 0 2 0
7.5000000000000000000000000000000000000000e-01 7.0312500000000000000000000000000000000000e-01 3.9581325717253576532827854541317369463371e-09 0 2 22 1 5 132
7.5000000000000000000000000000000000000000e-01 7.0312500000000000000000000000000000000000e-01 1.7680360112322669200644414911824386926753e-09 1 2 19 1 5 131
8.2812500000000000000000000000000000000000e-01 8.1250000000000000000000000000000000000000e-01 7.2311741846994568396272854714809490139782e-10 1 5 155 1 5 160
8.2812500000000000000000000000000000000000e-01 8.1250000000000000000000000000000000000000e-01 4.9071320373748608273325770435103858335690e-10 1 5 156 1 5 159
1.2500000000000000000000000000000000000000e-01 2.5000000000000000000000000000000000000000e-01 5.9491318388674325990870862706788881850713e-219 0 2 0 1 2 7
1.2500000000000000000000000000000000000000e-01 6.2500000000000000000000000000000000000000e-01 4.4385168839763298596608420774765025046181e-169 0 2 0 0 2 11
8.1250000000000000000000000000000000000000e-01 8.1250000000000000000000000000000000000000e-01 -7.7979270708296817507518252976300363044082e-10 1 5 157 1 5 158
1.2500000000000000000000000000000000000000e-01 2.5000000000000000000000000000000000000000e-01 -1.0579045425614713796308350471739720834036e-217 0 2 1 0 2 10
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 -7.4698313902755730056173873080647148390753e-217 0 2 1 1 2 6
8.1250000000000000000000000000000000000000e-01 8.1250000000000000000000000000000000000000e-01 -7.7979270423044255352854358631880908603318e-10 1 5 158 1 5 157
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 5.2550247775291776406349911682992264315191e-217 0 2 2 1 2 5
1.2500000000000000000000000000000000000000e-01 2.5000000000000000000000000000000000000000e-01 -2.0479333993606827824472265984874779271851e-217 0 2 2 0 2 9
